fen,actions,H,U,HU,result
r4rk1/pp6/4p1pp/3P4/1n3P2/7P/PP4P1/R1B2R1K b - - 0 16,7970,,0.003073694184422493,,0-1
r4rk1/pp6/4p1pp/3P4/5P2/3n3P/PP1B2P1/R4R1K b - - 2 17,6050,,0.0019301889697089791,,0-1
r4rk1/pp6/4p1pp/3P4/5P2/7P/PP1B1nP1/R4RK1 b - - 4 18,14035,,0.0022817556746304035,,0-1
r4rk1/pp6/6pp/8/5P2/7P/PP1B1nP1/4RRK1 b - - 1 19,4230,,0.0021972383838146925,,0-1
r4rk1/pp6/6pp/8/4nP2/6PP/PP1B4/4RRK1 b - - 0 20,19515,,0.002913862466812134,,0-1
r3r1k1/pp6/6pp/8/5P2/6PP/PP1B4/5RK1 b - - 0 21,18960,,0.0020604897290468216,,0-1
r5k1/pp6/6pp/8/5P2/6PP/PP1Br3/5R1K b - - 2 22,3850,,0.003936971537768841,,0-1
r5k1/pp6/6pp/8/5P2/6PP/PP1B3r/5RK1 b - - 4 23,4760,,0.0031769531778991222,,0-1
r5k1/pp6/6pp/8/5P2/6PP/PP1B2K1/5R1r b - - 6 24,2315,,0.007770936470478773,,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3527347445487976,0.0027713938616216183,0.0009775669058232073,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,15960,,0.0023833289742469788,,1-0
rnbqkbnr/pp1pp1pp/2p2p2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,16600,,0.00272772298194468,,1-0
rnbqkbnr/pp1p2pp/2p1pp2/8/3NP3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 1 4,19340,,0.0017040310194715858,,1-0
rnbqk1nr/pp1p2pp/2p1pp2/1N6/1b2P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 3 5,17520,,0.0025868271477520466,,1-0
rnbqk1nr/ppNp2p1/2p1pp2/7p/1b2P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 1 6,19200,,0.006850941572338343,,1-0
rnbq1knr/ppNp2p1/2p1pp2/7p/1b1PP3/2N5/PPP2PPP/R1BQKB1R b KQ - 0 7,16240,,0.003986911382526159,,1-0
rnbq1knr/ppN3p1/2p1pp2/3pP2p/1b1P4/2N5/PPP2PPP/R1BQKB1R b KQ - 0 8,14355,,0.0038138593081384897,,1-0
rnbq1knr/ppN3p1/2p1p2B/3p3p/1b1P4/2N5/PPP2PPP/R2QKB1R b KQ - 1 9,17245,,0.0077486904338002205,,1-0
rnbq1knr/ppN5/2p1p3/3p3p/1b1P4/2N2Q2/PPP2PPP/R3KB1R b KQ - 1 10,19755,,0.004988505970686674,,1-0
rnbq1k1r/ppN5/2p1pn2/3p3p/1b1P4/2NB1Q2/PPP2PPP/R3K2R b KQ - 3 11,7965,,0.003470825031399727,,1-0
rnbq1k1r/ppN5/2p1p3/3p3p/3P4/8/PPP2PPP/R3K2R b KQ - 0 12,14040,,0.005248942878097296,,1-0
rnbq1k1r/ppN5/2p5/3pp2p/3P4/8/PPP2PPP/2KR3R b - - 1 13,18155,,0.0056490181013941765,,1-0
r1bq1k1r/ppN5/n1p5/3p3p/8/8/PPP2PPP/2KR3R b - - 0 14,11160,,0.005173623561859131,,1-0
r1bq1k1r/ppN5/n1p5/7p/3p4/8/PPP2PPP/2KRR3 b - - 1 15,18490,,0.005289906170219183,,1-0
r2q1k1r/ppN5/n1p1b3/7p/1P1p4/8/P1P2PPP/2KRR3 b - - 0 16,12725,2.0737075805664062,0.005382142029702663,0.011160988726679477,1-0
r2q1k1r/ppN5/2p1b3/7p/3p4/3R4/P1P2PPP/2K1R3 b - - 1 17,19485,,0.005615623667836189,,1-0
r2q3r/ppN3k1/2p1b3/7p/3p4/7R/P1P2PPP/2K1R3 b - - 3 18,8600,2.6389169692993164,0.008393216878175735,0.02214900244682738,1-0
r2q3r/ppN3k1/2p1b3/7p/8/7R/P4PPP/2K1R3 b - - 0 19,20150,2.177769899368286,0.009007137268781662,0.01961547242343098,1-0
r2q1r2/ppN3k1/2p1b3/4R2p/8/7R/P4PPP/2K5 b - - 2 20,17235,2.8181440830230713,0.0049799708649516106,0.014034275426690668,1-0
r2q1r2/ppN5/2p1bk2/5R1p/8/7R/P4PPP/2K5 b - - 4 21,14440,,0.004107812885195017,,1-0
r2q1r2/ppN3k1/2p1b3/5R2/8/8/P4PPP/2K5 b - - 0 22,18600,1.988160252571106,0.0035985936410725117,0.007154580842335501,1-0
r4r2/ppN3k1/2p1b3/5R2/8/8/PK3PPP/3q4 b - - 2 23,950,1.475656270980835,0.006926200818270445,0.010220691671553372,1-0
r4r2/ppN3k1/2p1b3/5R2/8/K7/P4PPP/1q6 b - - 4 24,395,1.9324219226837158,0.0011350787244737148,0.0021934510111448757,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.5787658095359802,0.005506695248186588,0.0031870869331846463,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,400,,0.00623099273070693,,0-1
rnbqkb1r/ppppp1pp/5p1n/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3,4555,,0.00877632386982441,,0-1
rnbqkb1r/pp1pp1pp/2p2p1n/8/6P1/2N2N2/PPPPPP1P/R1BQKB1R w KQkq - 0 4,3595,,0.007453182712197304,,0-1
rnbqkb1r/pp1p2pp/2p1pp1n/8/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,3915,,0.011602170765399933,,0-1
rnbqkb1r/pp1p2pp/2p1p2n/5p2/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 0 6,6800,,0.007500583305954933,,0-1
rnbqk2r/pp1p2pp/2pbp2n/5pN1/3PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 2 7,8995,,0.009953605011105537,,0-1
r1bqk2r/pp1p2pp/n1pbp2n/4PpN1/3P2P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 1 8,5830,1.0130945444107056,0.007622312754392624,0.007722123467267306,0-1
r1bqk2r/pp1p2pp/2pbp2n/1N2PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQkq - 3 9,10640,,0.00855306163430214,,0-1
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQ - 5 10,4875,,0.0066360970959067345,,0-1
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/3P2PP/8/PP3P2/R3KB1R w KQ - 0 11,12240,,0.005356005392968655,,0-1
r1bq1k2/ppNp2p1/2p1p3/4Pp2/1b1P2PP/8/PP3P2/R3KB1R w KQ - 1 12,1275,,0.00827774591743946,,0-1
r1bq1k2/ppNp2p1/2p1p3/4P3/1b1P3P/8/PP3P2/R2K1B1R w - - 0 13,4235,,0.007053982000797987,,0-1
r1bq1k2/ppNp4/2p1p3/4P1p1/1b1P1P1P/8/PP6/R2K1B1R w - - 0 14,1665,,0.006378575228154659,,0-1
r1bq1k2/p1Np4/1pp1p3/4P1p1/1b1P1P1P/3B4/PP6/R2K3R w - - 0 15,9950,,0.0076700421050190926,,0-1
r1b2k2/p1Np4/1pp1p3/4P3/1b1P1P1q/3B4/PP6/R2K3R w - - 1 16,2355,,0.009006849490106106,,0-1
r1b2k2/p1Np4/1pp1p3/4P3/3P1P2/2bB4/PP6/R2K4 w - - 1 17,9315,,0.009841014631092548,,0-1
r4k2/p1Np4/bpp1p3/4PP2/3P4/2bB4/PP6/R2K4 w - - 1 18,16025,,0.012958494015038013,,0-1
5k2/p2p4/bpp5/4P3/3P4/2bB4/PP6/R2K4 w - - 0 19,11555,,0.00951926875859499,,0-1
5k2/p7/bpp5/8/3P4/2bB4/PP6/R2K4 w - - 0 20,2955,,0.00816350243985653,,0-1
5k2/p7/bpp5/8/1P1P4/3B4/Pb6/R2K4 w - - 1 21,8035,,0.008765416219830513,,0-1
2b2k2/p7/1pp5/1P6/3P4/3B4/Pb6/R2K4 w - - 1 22,10600,,0.008311929181218147,,0-1
5k2/p7/1p2b3/8/3P4/3B4/Pb6/R2K4 w - - 1 23,8675,,0.006316591519862413,,0-1
5k2/p7/1p6/3P1b2/8/3B4/Pb6/R2K4 w - - 1 24,1000,,0.006843112874776125,,0-1
5k2/p7/1p6/3P4/8/3B3b/Pb2K3/R7 w - - 3 25,20,,0.006354757118970156,,0-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.5787658095359802,0.005506695248186588,0.0031870869331846463,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,400,,0.00623099273070693,,1-0
rnbqkbnr/pppp2pp/4pp2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,5830,,0.0046833958476781845,,1-0
rnbqk1nr/pppp2pp/4pp2/1N6/1b6/5N2/PPPPPPPP/R1BQKB1R w KQkq - 2 4,3235,,0.005556464660912752,,1-0
rnbqk1nr/pp1p2pp/2p1pp2/1N6/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5,10640,,0.007417954038828611,,1-0
rnbq1knr/ppNp2pp/2p1pp2/8/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQ - 2 6,3875,,0.007218092679977417,,1-0
rnbq1k1r/ppNp2pp/2p1pp1n/8/1b6/2P1PN2/PP1P1PPP/R1BQKB1R w KQ - 1 7,4835,,0.01008971780538559,,1-0
rnbq1k1r/ppN3pp/2p1pp1n/3p4/1b6/2P1PN1P/PP1P1PP1/R1BQKB1R w KQ - 0 8,6800,,0.009632936678826809,,1-0
rnbq1k1r/ppN3pp/2p1p3/3p4/1b6/2P1P2P/PP1P1PP1/R1BQKB1R w KQ - 0 9,4515,,0.007605304941534996,,1-0
rnbq1k1r/ppN3p1/2p1p2p/3p4/1b6/2P1P1PP/PP1P1P2/R1BQKB1R w KQ - 0 10,1045,,0.007322005461901426,,1-0
rnb2k1r/ppN3p1/2p1pq1p/3p4/1b6/2P1PQPP/PP1P1P2/R1B1KB1R w KQ - 2 11,15970,,0.004407801665365696,,1-0
rn3k1r/pp4p1/2p4p/3p1b2/1b6/2P1PQPP/PP1P1P2/R1B1KB1R w KQ - 1 12,1665,,0.0057614753022789955,,1-0
r4k1r/pp4p1/n1p4p/3p1b2/1b6/2PBPQPP/PP1P1P2/R1B1K2R w KQ - 3 13,6795,,0.008886014111340046,,1-0
r4k1r/pp4p1/n1p4p/3p4/8/4P1PP/PP1P1P2/R1B1K2R w KQ - 0 14,2955,,0.006758467294275761,,1-0
4rk1r/pp4p1/n1p4p/3p4/1P6/4P1PP/P2P1P2/R1B1K2R w KQ - 1 15,1285,,0.004738956689834595,,1-0
4rk1r/pp6/n1p3pp/3p4/1P6/4P1PP/P2P1P2/R1B2RK1 w - - 0 16,1920,,0.005390963051468134,,1-0
4r2r/pp4k1/n1p3pp/3p4/1P6/4P1PP/P2P1P2/R1B2R1K w - - 2 17,3595,,0.00469607301056385,,1-0
4r2r/pp4k1/n1p4p/3p2p1/1P1P4/4P1PP/P4P2/R1B2R1K w - - 0 18,6435,,0.004449411761015654,,1-0
4r2r/pp4k1/n1p4p/6p1/1P1P4/6PP/P4P2/R1B2R1K w - - 0 19,725,,0.008538352325558662,,1-0
4r2r/pp4k1/n1p4p/8/1P1P2p1/4B1PP/P4P2/R4R1K w - - 0 20,8675,,0.007642847951501608,,1-0
4r2r/pp4k1/n6p/8/1P4p1/4B1PP/P4P2/R4R1K w - - 0 21,5,,0.008079235441982746,,1-0
4r2r/pp4k1/7p/2n5/1P4p1/4B1PP/P4P2/2R2R1K w - - 2 22,8040,0.20435631275177002,0.011982262134552002,0.0024486509082422003,1-0
4r2r/pp4k1/7p/8/8/4B1P1/P4P2/2R2R1K w - - 0 23,875,0.21476486325263977,0.012036534026265144,0.0025850245841865793,1-0
7r/ppR1r1k1/7p/8/8/4B1P1/P4P2/5R1K w - - 2 24,6355,2.4046709537506104,0.010870407335460186,0.026139752775018676,1-0
7r/ppR1r1k1/8/7p/8/6P1/P2B1P2/5R1K w - - 0 25,3560,2.203643321990967,0.012510674074292183,0.02756906337741949,1-0
7r/ppR1r1k1/8/8/7p/4B1P1/P4P2/5R1K w - - 0 26,6485,2.2248988151550293,0.014234946109354496,0.03167131473249851,1-0
7r/ppR1r1k1/8/6B1/8/8/P4P2/5R1K w - - 0 27,12200,,0.009873279370367527,,1-0
7r/ppR1r3/5k1B/8/8/8/P4P2/5R1K w - - 2 28,16005,,0.015358136966824532,,1-0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3527347445487976,0.0027713938616216183,0.0009775669058232073,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,,0.004438985139131546,,0-1
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14365,,0.0036271128337830305,,0-1
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.005577683914452791,,0-1
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18490,,0.006040734704583883,,0-1
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 3 6,15600,,0.0032056609634310007,,0-1
rn1qkbnr/p1p1p2p/4b1p1/3pQ3/8/2N1P3/PPPP1PPP/R1B1K2R b KQkq - 0 7,18155,,0.003810242982581258,,0-1
r2qkbnr/p1p1p2p/n3b1p1/1N1pQ3/8/4P3/PPPP1PPP/R1B1K2R b KQkq - 2 8,19755,,0.002706722356379032,,0-1
r3kb1r/p3p2p/n3bnp1/3pQ3/8/4P3/PPPP1PPP/R1B1K2R b KQkq - 0 9,14315,,0.0051622092723846436,,0-1
r3kb1r/p3p2p/n5p1/8/8/4P3/PPPP1PPP/R1B1K2R b KQkq - 0 10,16600,,0.005703483242541552,,0-1
r3kb1r/p6p/n3p1p1/8/8/4P3/PPPP1PPP/R1B2RK1 b kq - 1 11,19430,,0.010628588497638702,,0-1
r3k2r/p6p/n2bp1p1/8/5P2/4P3/PPPP2PP/R1B2RK1 b kq - 0 12,19205,,0.011382590048015118,,0-1
r4rk1/p6p/n2bp1p1/8/1P3P2/4P3/P1PP2PP/R1B2RK1 b - - 0 13,17925,,0.007837017066776752,,0-1
2r2rk1/p6p/n2bp1p1/8/1P2PP2/8/P1PP2PP/R1B2RK1 b - - 0 14,14680,,0.0032156375236809254,,0-1
2r2rk1/p6p/n2bp3/6p1/1P2PP2/8/PBPP2PP/R4RK1 b - - 1 15,14040,,0.004206386860460043,,0-1
2r2rk1/p6p/n2b4/4p1p1/PP2PP2/8/1BPP2PP/R4RK1 b - - 0 16,12120,,0.0036520606372505426,,0-1
2r2rk1/p6p/n2b4/4pP2/PP2P1p1/8/1BPP2PP/R4RK1 b - - 0 17,19840,,0.0034696892835199833,,0-1
2r2r1k/p6p/n2b4/4pP2/PP2P1p1/6P1/1BPP3P/R4RK1 b - - 0 18,17520,,0.0031953155994415283,,0-1
2r2r1k/p7/n2b4/4pP1p/PP1PP1p1/6P1/1BP4P/R4RK1 b - - 0 19,12440,,0.004684266168624163,,0-1
2r2r1k/p7/n2b4/4pP2/PP1PP1pp/6PP/1BP5/R4RK1 b - - 0 20,9875,,0.004432088229805231,,0-1
2r2r1k/p7/n2b4/4pP2/PP1PP1pP/8/1BP5/R4RK1 b - - 0 21,9560,0.9279636740684509,0.0030029620975255966,0.0027866397411081545,0-1
2r2r1k/p7/n2b4/4pP2/PPPPP2P/6p1/1B6/R4RK1 b - - 0 22,7000,,0.0025211081374436617,,0-1
2r2r1k/p7/n2b4/4pP2/PPPPP2P/8/1B4p1/R3R1K1 b - - 1 23,19520,,0.0028367105405777693,,0-1
2r3rk/p7/n7/5P2/PPP1P2P/8/1B4p1/R3R1K1 b - - 0 24,20120,,0.0031728814356029034,,0-1
2r3r1/p6k/n7/5P2/PPP1P2P/8/1B4p1/R1R3K1 b - - 2 25,19640,1.2161874771118164,0.0030153815168887377,0.003667269239554516,0-1
2r5/p6k/n7/5P2/PPP1P2P/6r1/1B4p1/R2R2K1 b - - 4 26,18580,2.3005387783050537,0.0027100401930510998,0.006234552554879369,0-1
3R3r/p6k/n7/5P2/PPP1P2P/6r1/1B4p1/R5K1 b - - 6 27,20145,1.5088706016540527,0.004644590895622969,0.007008086659115564,0-1
3Rr3/p6k/n4B2/5P2/PPP1P2P/6r1/6p1/R5K1 b - - 8 28,7035,1.6976594924926758,0.0020086695440113544,0.0034100369186718105,0-1
8/p6k/n4B2/5P2/PPP1P2P/5r2/6p1/R5K1 b - - 0 29,6640,,0.0025446456857025623,,0-1
8/p6k/n4B2/5P2/PPP1P2P/8/6pK/R4r2 b - - 2 30,4441,0.35128235816955566,0.0063467854633927345,0.002229513764376856,0-1
8/p6k/n4B2/5P2/PPP1P2P/7K/8/R4rq1 b - - 1 31,1995,0.7118784785270691,0.01017953921109438,0.007246594885700508,0-1
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,16600,0.630009651184082,0.0035404630471020937,0.0022305258893349222,1-0
rnbqkbnr/pppp1ppp/4p3/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,16920,1.264261245727539,0.0034189277794212103,0.004322417893463548,1-0
rnbqkbnr/pppp2pp/4pp2/8/3N4/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,19340,,0.001867876504547894,,1-0
rnbqk1nr/pppp2pp/4pp2/8/1b1N4/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 0 4,19765,,0.002525737974792719,,1-0
rnbqk2r/pppp2pp/4pp1n/1N6/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 2 5,15960,,0.0024584427010267973,,1-0
rnbqk2r/ppNp2pp/2p1pp1n/8/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 1 6,19200,,0.005152628291398287,,1-0
rnbq1k1r/ppNp2pp/2p1pp1n/8/1b6/2P1P2P/PP1P1PP1/RNBQKB1R b KQ - 0 7,16240,,0.004362877458333969,,1-0
rnbq1k1r/ppN3pp/2p1pp1n/3p4/1b1P4/2P1P2P/PP3PP1/RNBQKB1R b KQ - 0 8,14040,,0.0035423184745013714,,1-0
rnbq1k1r/ppN3pp/2p2p1n/3pp3/1b1P2P1/2P1P2P/PP3P2/RNBQKB1R b KQ - 0 9,18155,,0.004031946416944265,,1-0
r1bq1k1r/ppN3pp/2p2p1n/3pp3/1b1P2P1/2P1P2P/PP3P2/RNBQK2R b KQ - 0 10,11475,,0.0032406654208898544,,1-0
r1bq1k1r/ppN3pp/2p2p1n/3p4/6P1/4P2P/PP3P2/RNBQK2R b KQ - 0 11,17240,,0.003318790113553405,,1-0
r1bq1k1r/ppN4p/2p2ppn/3p4/1P4P1/4P2P/P4P2/RNBQK2R b KQ - 0 12,11160,,0.004637537524104118,,1-0
r1bq1k1r/ppN4p/2p2ppn/8/1P1p2P1/4P2P/P4P2/RNBQ1RK1 b - - 1 13,18490,,0.004612762480974197,,1-0
r2q1k1r/ppN4p/2p1bppn/8/1P4P1/7P/P4P2/RNBQ1RK1 b - - 0 14,18640,0.3723474144935608,0.0037056293804198503,0.0013797815188707069,1-0
r4k1r/ppN4p/2p1bppn/8/1P4P1/7P/P4P2/RN3RK1 b - - 0 15,17930,,0.0044387709349393845,,1-0
3r1k1r/ppN4p/2p1bppn/8/1P3PP1/7P/P7/RN3RK1 b - - 0 16,18640,,0.004093474242836237,,1-0
5k1r/ppN4p/2p1bppn/8/1P3PP1/7P/P2r4/RN1R2K1 b - - 2 17,14035,2.5840561389923096,0.002320496365427971,0.00599629287859349,1-0
5k1r/ppN4p/2p2ppn/3b4/1P3PP1/7P/P7/RN4K1 b - - 0 18,11165,,0.0023725363425910473,,1-0
5k1r/ppN4p/2p2ppn/8/1P2bPP1/2N4P/P7/R5K1 b - - 2 19,8925,,0.0027989286463707685,,1-0
5k1r/pp5p/2p1Nppn/8/1P3PP1/2N2b1P/P7/R5K1 b - - 4 20,19475,,0.007712215185165405,,1-0
7r/pp2k2p/2p1Nppn/8/1P2NPP1/5b1P/P7/R5K1 b - - 6 21,6685,,0.003488316433504224,,1-0
7r/pp2k1Np/2p2ppn/8/1P2NPP1/7P/P5b1/R5K1 b - - 8 22,14360,,0.00315386732108891,,1-0
7r/pp2k1Np/2pN2pn/5p2/1P3PP1/7P/P5b1/R5K1 b - - 1 23,11805,,0.0029639722779393196,,1-0
7r/pp2k1Np/2pN2pn/8/1P3P2/7P/P5b1/4R1K1 b - - 1 24,4545,,0.003399692475795746,,1-0
7r/pp2k1Np/2pN2pn/5P2/1P2b3/7P/P7/4R1K1 b - - 0 25,14680,,0.002611343516036868,,1-0
7r/pp2k1Np/2p4n/5Pp1/1P6/7P/P7/4R1K1 b - - 0 26,16595,,0.005584423895925283,,1-0
7r/pp4Np/2pk1P1n/6p1/1P6/7P/P7/4R1K1 b - - 0 27,14990,,0.003288374515250325,,1-0
7r/pp4Np/2pkRP2/5np1/1P6/7P/P7/6K1 b - - 2 28,13795,,0.002846989082172513,,1-0
7r/pp1k1PNp/2p1R3/5np1/1P6/7P/P7/6K1 b - - 0 29,11755,0.936752438545227,0.003042346565052867,0.0028499255637129683,1-0
7r/pp1kRPNp/2p5/6p1/1P6/4n2P/P7/6K1 b - - 2 30,16355,,0.006769929081201553,,1-0
3k3r/pp1R1PNp/2p5/6p1/1P6/4n2P/P7/6K1 b - - 4 31,18875,,0.009352750144898891,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3875,0.5787658095359802,0.005506695248186588,0.0031870869331846463,1/2-1/2
rnbqkbnr/pppp1ppp/4p3/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1990,0.7733407020568848,0.00371101894415915,0.0028698819956224364,1/2-1/2
rnbqkbnr/pppp2pp/4p3/5p2/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6790,1.479921817779541,0.005307427141815424,0.007854577223447956,1/2-1/2
rnbqkbnr/ppp3pp/4p3/3pNp2/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,3595,1.4750239849090576,0.0066413902677595615,0.009796209938086942,1/2-1/2
r1bqkbnr/ppp3pp/n3p3/3pNp2/3P4/4P3/PPP2PPP/RNBQKB1R w KQkq - 1 5,2955,1.2865488529205322,0.0071357302367687225,0.009180465550865158,1/2-1/2
r1b1kbnr/ppp3pp/n3p3/3pNp2/1P1P3q/4P3/P1P2PPP/RNBQKB1R w KQkq - 1 6,4515,,0.0033870108891278505,,1/2-1/2
r1b1kbnr/ppp3pp/n3p3/3p1p2/1P6/4P1P1/P1P2P1P/RNBQKB1R w KQkq - 0 7,1135,,0.006487108301371336,,1/2-1/2
r1b1kbnr/ppp4p/n3p1p1/3p1p1Q/1P6/4P1P1/P1P2P1P/RNB1KB1R w KQkq - 0 8,12555,,0.007998672313988209,,1/2-1/2
r1b1kb2/ppp5/n5p1/3ppp2/1P6/4P1P1/P1P2P1P/RNB1KB1R w KQq - 0 9,670,,0.004526345059275627,,1/2-1/2
r1b1kb2/pp6/n1p3p1/3ppp2/1P6/4P1P1/PBP2P1P/RN2KB1R w KQq - 0 10,4875,,0.004219041671603918,,1/2-1/2
r3kb2/pp6/n1p1b1p1/3ppp2/1P5P/4P1P1/PBP2P2/RN2KB1R w KQq - 1 11,9955,,0.005269096698611975,,1/2-1/2
r3kb2/pp6/n1p1b3/3ppppP/1P6/4P1P1/PBP2P2/RN2KB1R w KQq - 0 12,12515,,0.00433581555262208,,1/2-1/2
2kr1b2/pp6/n1p1b2P/3pppp1/1P6/4P1P1/PBP2P2/RN2KB1R w KQ - 1 13,15075,,0.0031640341039747,,1/2-1/2
2kr1b2/pp5P/n1p1b3/4ppp1/1P1p4/4P1P1/PBP2P2/RN2KB1R w KQ - 0 14,17636,,0.006897635292261839,,1/2-1/2
2kr1b1Q/pp6/n1p5/3bppp1/1P1p4/4P1P1/PBP2P2/RN2KB1R w KQ - 1 15,20070,,0.010456668213009834,,1/2-1/2
2kr4/pp6/n1p2Q1b/3bppp1/1P1p4/4P1P1/PBP2P2/RN2KB1R w KQ - 3 16,14430,2.3880536556243896,0.018672170117497444,0.04459014410753026,1/2-1/2
1k1r4/pp2Q3/n1p4b/3bppp1/1P1p4/4P1P1/PBP2P2/RN2KB1R w KQ - 5 17,16675,,0.011895986273884773,,1/2-1/2
1k6/pp6/n1p4b/3bppp1/1P1p4/4P1P1/PBP2P2/RN2KB1R w KQ - 0 18,6430,,0.004510632716119289,,1/2-1/2
1k6/pp6/n1p4b/5pp1/1P2p3/6P1/PBP2P2/RN2KB1R w KQ - 0 19,1700,,0.0054630255326628685,,1/2-1/2
1k6/pp6/2p4b/5pp1/4p3/6P1/PBP2P2/RN2K2R w KQ - 0 20,400,,0.006784234661608934,,1/2-1/2
1k6/pp6/2p4b/5p2/4p1p1/2N3P1/PBP2P2/R3K2R w KQ - 0 21,5840,,0.012513821013271809,,1/2-1/2
1k6/pp6/7b/5p2/4p1p1/6P1/PBP2P2/R3K2R w KQ - 0 22,3055,2.1482276916503906,0.009344910271465778,0.020074995021150954,1/2-1/2
1k6/pp6/5B2/5p2/4p1p1/6P1/P1Pb1P2/R3K2R w KQ - 2 23,1275,,0.006355490069836378,,1/2-1/2
1k6/p7/5B2/1p3p2/4p1p1/6P1/P1Pb1P2/R2K3R w - - 0 24,2475,,0.018270401284098625,,1/2-1/2
1k6/p6R/5B2/5p2/1p2p1p1/6P1/P1Pb1P2/R2K4 w - - 0 25,17575,2.2126221656799316,0.020136633887887,0.04455476248252044,1/2-1/2
1k6/2R5/5B2/p4p2/1p2p1p1/6P1/P1Pb1P2/R2K4 w - - 0 26,3275,,0.021222885698080063,,1/2-1/2
1k6/2R5/5B2/p4p2/2P1p1p1/1p4P1/P2b1P2/R2K4 w - - 0 27,2600,1.4334025382995605,0.01493842527270317,0.02141277670409103,1/2-1/2
1k6/2R5/5B2/p7/2P1ppp1/6P1/3b1P2/R2K4 w - - 0 28,8355,2.267929792404175,0.02502969279885292,0.05676558599324277,1/2-1/2
1k6/2R5/5B2/p1P5/4p1p1/5pP1/3b1P2/R2K4 w - - 0 29,14310,2.448331117630005,0.019717875868082047,0.04827588906139102,1/2-1/2
1k6/2R5/8/p1P5/3B2p1/4ppP1/3b1P2/R2K4 w - - 0 30,8605,2.086611270904541,0.020095068961381912,0.04193059738442351,1/2-1/2
1k6/2R5/8/2P5/p5p1/5pP1/5P2/R2K4 w - - 0 31,75,1.8227580785751343,0.012786825187504292,0.023307288909851454,1/2-1/2
k7/2R5/8/2P5/p5p1/R4pP1/5P2/3K4 w - - 2 32,15995,1.7643718719482422,0.009267753921449184,0.01635176433514296,1/2-1/2
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3527347445487976,0.0027713938616216183,0.0009775669058232073,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,,0.004438985139131546,,0-1
