fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqkb1r/pp1pp2p/2p2pp1/8/3P4/2N5/PPP1PPP1/R1BQKB1R w KQkq - 0 6,10,7,1,2,0.7,0.1,0.2,0.49999999999999994,0.6499999999999999,1.1567796494470395,0.0003052698445598634,0.99969473015544,0.9993894603108802,False,,0.019595593959093095,,0,10,0,0.0,1.0,0.0
r1bqkbnr/pp1p2pp/2n1pp2/1B6/4P3/5N2/PPPP1PPP/R1BQ1RK1 b kq - 3 6,15,10,1,4,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.39999999999999997,0.7733333333333334,1.158938532350277,-0.04502645274710915,0.8450264527471091,0.8900529054942182,True,1.7556060552597046,0.03083405109743277,0.0468537813918487,4,15,4,0.26666666666666666,1.0,0.26666666666666666
rnbqkbnr/pp1pp1pp/2p2p2/3N4/8/5N2/PPPPPPPP/R1BQKB1R b KQkq - 1 3,95,55,10,30,0.5789473684210527,0.10526315789473684,0.3157894736842105,0.26315789473684215,0.8254847645429363,1.3235315761100483,0.0804569388985314,0.4458588505751529,0.3654019116766215,False,,0.020586860199507916,,0,95,0,0.0,1.0,0.0
rnbqkbnr/pp1pp1pp/5p2/8/8/4PN2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,68,43,8,17,0.6323529411764706,0.11764705882352941,0.25,0.38235294117647056,0.736159169550173,1.281341477229075,0.17842370260902857,0.5862821797439126,0.40785847713488405,False,,0.025020180078332916,,0,68,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/4pp2/8/3N4/4P3/PPPP1PPP/R1BQKB1R b KQkq - 1 5,71,44,9,18,0.6197183098591549,0.1267605633802817,0.2535211267605634,0.3661971830985915,0.7391390597103749,1.307451820082379,0.1662192878185895,0.5661750783785935,0.39995579056000397,False,1.7055976629257201,0.01932671739601753,0.03975791805022553,5,71,5,0.07042253521126761,1.0,0.07042253521126761
rnbqkbnr/pp1p3p/4ppp1/1N6/8/4P3/PPPP1PPP/R1BQKB1R b KQkq - 1 6,31,18,4,9,0.5806451612903226,0.12903225806451613,0.2903225806451613,0.2903225806451613,0.7866805411030178,1.3545842123564742,-0.021901537768179047,0.6025466990585017,0.6244482368266807,True,0.3017760366201401,0.03120900384120403,0.012750407874050074,2,31,2,0.06451612903225806,1.0,0.06451612903225806
r1bq1bnr/ppQp1k1p/2n1ppp1/8/8/4P3/PPPP1PPP/RNB1KB1R b KQ - 5 8,40,20,5,15,0.5,0.125,0.375,0.125,0.859375,1.4056390622295665,-0.1622826863054061,0.4122826863054061,0.5745653726108122,True,1.0753711462020874,0.029111347487196328,0.02838764467858862,4,40,4,0.1,1.0,0.1
r1bq2nr/ppQp1k1p/2n1ppp1/8/1b6/2P1P3/PP1P1PPP/RNB1KB1R b KQ - 0 9,20,14,2,4,0.7,0.1,0.2,0.49999999999999994,0.6499999999999999,1.1567796494470395,0.14666246778390624,0.8533375322160937,0.7066750644321874,False,0.8731406688690185,0.04616521671414375,0.040992873934767894,5,20,5,0.25,1.0,0.25
rnbqk1nr/pp1p2pp/2p1pp2/8/1b1N4/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 2 5,13,6,2,5,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.8402366863905326,1.4604846813131114,-0.4213612588351105,0.5752074126812643,0.9965686715163748,True,0.5209349555273851,0.012385055852624087,0.005377242210532746,6,13,6,0.46153846153846156,1.0,0.46153846153846156
rnbqkb1r/pp1p2pp/2p1pp2/8/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,27,14,4,9,0.5185185185185185,0.14814814814814814,0.3333333333333333,0.18518518518518517,0.8175582990397805,1.4277655050602363,-0.15587072091287996,0.5262410912832503,0.6821118121961303,True,,0.023389682932584373,,0,27,0,0.0,1.0,0.0
rnbqkbnr/pppp1ppp/8/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,80,36,12,32,0.45,0.15,0.4,0.04999999999999999,0.8475000000000001,1.4577174691301482,-0.1517311438071187,0.2517311438071187,0.4034622876142374,True,1.8064146026968957,0.013867542066145688,0.025534997697060653,80,80,80,1.0,1.0,1.0
rnbqkbnr/pppp2pp/4pp2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,21,13,1,7,0.6190476190476191,0.047619047619047616,0.3333333333333333,0.28571428571428575,0.8707482993197279,1.1657840518150733,-0.11338850179946552,0.684817073228037,0.7982055750275026,True,1.1211230436960855,0.007772189298910754,0.0085867732863539,15,21,15,0.7142857142857143,1.0,0.7142857142857143
rnbqkbnr/p1p1p1pp/5p2/1p1p4/8/2N1PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,13,7,3,3,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.30769230769230765,0.6745562130177515,1.4572659136233872,-0.1387707077930021,0.7541553231776175,0.8929260309706195,True,0.825694739818573,0.018115307992467515,0.024926514064184557,1,13,1,0.07692307692307693,1.0,0.07692307692307693
rnbqkbnr/p1p1p1pp/8/1p1p4/8/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 5,12,6,3,3,0.5,0.25,0.25,0.25,0.6875,1.5,-0.21913066225619304,0.719130662256193,0.9382613245123861,True,,0.01764052772584061,,0,12,0,0.0,1.0,0.0
rnbqkbnr/p1p1p2p/6p1/1p1p3Q/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 0 6,12,6,3,3,0.5,0.25,0.25,0.25,0.6875,1.5,-0.21913066225619304,0.719130662256193,0.9382613245123861,True,0.02562737718901851,0.01978266433191796,0.0004830981600849765,11,12,11,0.9166666666666666,1.0,0.9166666666666666
rn1qkbnr/p1p1p2p/4b1p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 7,10,6,2,2,0.6,0.2,0.2,0.39999999999999997,0.6400000000000001,1.3709505944546687,-0.09583602584364936,0.8958360258436493,0.9916720516872987,True,1.3633622725804646,0.018896991573274135,0.025100421117679787,9,10,9,0.9,1.0,0.9
rnbqk2r/pp1p2pp/2p1p3/5nN1/1b1P2PP/2N5/PPP2P2/R1BQKB1R b KQkq - 0 8,11,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.09090909090909088,0.8099173553719008,1.4949188482339508,-0.44092001431744593,0.6227381961356278,1.0636582104530736,True,1.063137948513031,0.02283807285130024,0.02342167525884271,5,11,5,0.45454545454545453,1.0,0.45454545454545453
rnbqkbnr/ppp1p1pp/8/3p4/3P4/8/PPP1PPPP/RNBQKB1R w KQkq - 0 4,16,11,1,4,0.6875,0.0625,0.25,0.4375,0.74609375,1.1216407621868583,0.014261856559878217,0.8607381434401218,0.8464762868802436,False,1.3427741527557373,0.013394061767030507,0.01547860535125789,1,16,1,0.0625,1.0,0.0625
rnbqkb1r/ppp1p1pp/5n2/3p2B1/3P4/8/PPP1PPPP/RN1QKB1R w KQkq - 2 5,12,8,1,3,0.6666666666666666,0.08333333333333333,0.25,0.41666666666666663,0.7430555555555556,1.188721875540867,-0.07105057707833562,0.9043839104116689,0.9754344874900045,True,,0.030570820905268192,,0,12,0,0.0,1.0,0.0
rnbqkbnr/ppp1p1pp/5p2/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,17,11,1,5,0.6470588235294118,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.8166089965397924,1.1660870601063933,-0.07662562534778838,0.7825079782889649,0.8591336036367533,True,1.4566405330385481,0.006255946382332374,0.008543146669377052,14,17,14,0.8235294117647058,1.0,0.8235294117647058
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 3 6,10,4,2,4,0.4,0.2,0.4,0.0,0.8,1.5219280948873621,-0.5543615297398711,0.5543615297398711,1.1087230594797421,True,0.43101105093955994,0.03046098966151476,0.017493267534857027,1,10,1,0.1,1.0,0.1
rnbqkb1r/pp1pp1pp/2p2p2/8/3P4/2N5/PPP1PPPP/R1BQKB1R b KQkq - 0 5,27,13,3,11,0.48148148148148145,0.1111111111111111,0.4074074074074074,0.07407407407407407,0.8834019204389574,1.3876892931631746,-0.28044971186399986,0.428597860012148,0.7090475718761479,True,,0.022771043461506015,,0,27,0,0.0,1.0,0.0
rnbqkb1r/pp2p1pp/2p2p2/3p4/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,16,9,0,7,0.5625,0.0,0.4375,0.125,0.984375,0.9886994082884974,-0.3611478701627713,0.6111478701627713,0.9722957403255426,True,,0.02993653598241508,,0,16,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p2/8/8/2N5/PPPPPP1P/R1BQKB1R w KQkq - 0 4,133,80,15,38,0.6015037593984962,0.11278195488721804,0.2857142857142857,0.3157894736842105,0.7874950534230312,1.3125842998923698,0.16497390092511727,0.46660504644330375,0.3016311455181865,False,,0.023078739517053266,,0,133,0,0.0,1.0,0.0
rnbqkb1r/pp1pp1pp/2p2p2/8/4P3/2N5/PPPP1P1P/R1BQKB1R w KQkq - 0 5,73,44,13,16,0.6027397260273972,0.1780821917808219,0.2191780821917808,0.3835616438356164,0.6747982735972977,1.363513496470767,0.19512140657774873,0.5720018810934842,0.3768804745157354,False,,0.01639529433713792,,0,73,0,0.0,1.0,0.0
rnbqkb1r/pp1pp2p/2p2pp1/8/3PP3/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 6,48,23,13,12,0.4791666666666667,0.2708333333333333,0.25,0.22916666666666669,0.6766493055555556,1.5189793479336693,-0.003540250369143211,0.46187358370247655,0.46541383407161974,True,1.7434440301014826,0.01585576997604221,0.02424094773391542,13,48,13,0.2708333333333333,1.0,0.2708333333333333
rnbqkbnr/pppp1ppp/8/4p1N1/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,89,44,5,40,0.4943820224719101,0.056179775280898875,0.449438202247191,0.0449438202247191,0.9418002777427092,1.254365391753225,-0.15667566185367718,0.24656330230311538,0.40323896415679256,True,0.19288024405638377,0.013719050140444482,0.0027276796688216866,30,89,30,0.33707865168539325,1.0,0.33707865168539325
rnbqkbnr/pppp2pp/8/4ppN1/3P4/8/PPP1PPPP/RNBQKB1R b KQkq - 0 3,68,36,5,27,0.5294117647058824,0.07352941176470588,0.39705882352941174,0.13235294117647062,0.9089532871972319,1.2917436782389613,-0.09424941274875201,0.3589552951016932,0.4532047078504452,True,1.6775403234266466,0.015553508529110867,0.02870708497087348,31,68,31,0.45588235294117646,1.0,0.45588235294117646
rnbqk1nr/pppp2pp/8/4ppN1/1b1P4/2P5/PP2PPPP/RNBQKB1R b KQkq - 0 4,51,30,3,18,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.8858131487889274,1.2210477851797181,-0.02301162663187012,0.49359986192598776,0.5166114885578579,True,1.6487220690168183,0.014143439521100008,0.023053371855061032,29,51,29,0.5686274509803921,1.0,0.5686274509803921
rnbqk1nr/pppp2pp/8/5pN1/1b1Pp3/2P1P3/PP3PPP/RNBQKB1R b KQkq - 0 5,17,10,0,7,0.5882352941176471,0.0,0.4117647058823529,0.17647058823529416,0.9688581314878892,0.9774178175281716,-0.2914301437710591,0.6443713202416474,0.9358014640127066,True,1.5704514980316162,0.02054378138307263,0.033278327152874265,3,17,3,0.17647058823529413,1.0,0.17647058823529413
rnbqkbnr/pp1p3p/2p1p1p1/5p2/3N4/2NBP3/PPPP1PPP/R1BQK2R w KQkq - 0 6,54,33,3,18,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.27777777777777785,0.8672839506172839,1.1941737342569119,0.029389059787384098,0.5261664957681715,0.49677743598078744,False,1.0987439345806203,0.006573308931870593,0.007957888431483009,47,54,47,0.8703703703703703,1.0,0.8703703703703703
rnbqkbnr/p2p3p/2p1p1p1/1p3p2/3N3P/2NBP3/PPPP1PP1/R1BQK2R w KQkq - 0 7,18,14,1,3,0.7777777777777778,0.05555555555555555,0.16666666666666666,0.6111111111111112,0.5709876543209875,0.9444885341662053,0.2620309260215592,0.9601912962006631,0.6981603701791039,False,1.0033062568732671,0.008700999664142728,0.010566955035977026,14,18,14,0.7777777777777778,1.0,0.7777777777777778
rnbqkbnr/pppp2pp/4p3/5p1Q/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,64,24,7,33,0.375,0.109375,0.515625,-0.140625,0.870849609375,1.3725688998353134,-0.36925314081466254,0.08800314081466257,0.4572562816293251,True,,0.022098994522821158,,0,64,0,0.0,1.0,0.0
rnbqkbnr/pppp3p/4p1p1/1N3p1Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,11,5,0,6,0.45454545454545453,0.0,0.5454545454545454,-0.09090909090909088,0.9917355371900827,0.9940302114769565,-0.6794134530721678,0.497595271253986,1.1770087243261538,True,0.3060089945793152,0.027427659624002197,0.008010819318714502,1,11,1,0.09090909090909091,1.0,0.09090909090909091
rnb1kbnr/pppp3p/4p1p1/1N3p2/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,11,5,0,6,0.45454545454545453,0.0,0.5454545454545454,-0.09090909090909088,0.9917355371900827,0.9940302114769565,-0.6794134530721678,0.497595271253986,1.1770087243261538,True,,0.014347718266600912,,0,11,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/2p1pp2/1N6/8/4PN2/PPPP1PPP/R1BQKB1R b KQkq - 1 4,16,9,3,4,0.5625,0.1875,0.25,0.3125,0.71484375,1.4197367178034825,-0.10177970841386003,0.7267797084138601,0.8285594168277202,True,0.9335689544677734,0.020290249725803733,0.017320007431891327,1,16,1,0.0625,1.0,0.0625
rnbqkbnr/pp1p2pp/4p3/1N3p2/8/4P3/PPPP1PPP/R1BQKB1R b KQkq - 1 6,27,17,3,7,0.6296296296296297,0.1111111111111111,0.25925925925925924,0.3703703703703704,0.7517146776406035,1.2773600852070808,0.043336507639186006,0.6974042331015549,0.6540677254623688,False,0.5783755481243134,0.023314888796044722,0.015144500901820002,5,27,5,0.18518518518518517,1.0,0.18518518518518517
rnb1kbnr/pp1p2pp/4p3/1N3p2/7q/4P1P1/PPPP1P1P/R1BQKB1R b KQkq - 0 7,26,16,3,7,0.6153846153846154,0.11538461538461539,0.2692307692307692,0.3461538461538462,0.764792899408284,1.3001946428885267,0.010003671985068574,0.6823040203226238,0.6723003483375553,False,0.08613472325461251,0.022150063672317907,0.001780240207396507,21,26,21,0.8076923076923077,1.0,0.8076923076923077
rnb1kbnr/pp1p2pp/4p3/1N3p2/2q5/3PP1P1/PPP2P1P/R1BQKB1R b KQkq - 0 8,26,16,3,7,0.6153846153846154,0.11538461538461539,0.2692307692307692,0.3461538461538462,0.764792899408284,1.3001946428885267,0.010003671985068574,0.6823040203226238,0.6723003483375553,False,0.06957483943551779,0.01547729571421559,0.0011805390173043899,24,26,24,0.9230769230769231,1.0,0.9230769230769231
rnb1kbnr/ppNp2pp/4p3/5p2/8/3PP1P1/PP3P1P/R3KB1R b KQkq - 1 9,26,16,3,7,0.6153846153846154,0.11538461538461539,0.2692307692307692,0.3461538461538462,0.764792899408284,1.3001946428885267,0.010003671985068574,0.6823040203226238,0.6723003483375553,False,,0.06743689726751584,,0,26,0,0.0,1.0,0.0
rnbk1bnr/ppNp2pp/4p3/5p2/1P6/3PP1P1/P4P1P/R3KB1R b KQ - 0 10,24,15,3,6,0.625,0.125,0.25,0.375,0.734375,1.2987949406953985,0.032152164373704495,0.7178478356262955,0.685695671252591,False,,0.04877117540066441,,0,24,0,0.0,1.0,0.0
rnbqkb1r/ppp1p1pp/5p1n/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,10,6,0,4,0.6,0.0,0.4,0.19999999999999996,0.96,0.9709505944546686,-0.4072726297031969,0.8072726297031968,1.2145452594063937,True,,0.02446171808987856,,0,10,0,0.0,1.0,0.0
rnbqkb1r/p1ppp1pp/5p1n/1p6/3N4/7P/PPPPPPP1/RNBQKB1R w KQkq - 0 4,17,4,2,11,0.23529411764705882,0.11764705882352941,0.6470588235294118,-0.411764705882353,0.7128027681660899,1.2607717938967942,-0.8131008918754176,-0.01042851988928839,0.8026723719861292,False,,0.01663808973834795,,0,17,0,0.0,1.0,0.0
rnbqkbnr/ppppp1pp/5p2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,18,13,1,4,0.7222222222222222,0.05555555555555555,0.2222222222222222,0.5,0.6944444444444444,1.0529407605626346,0.1150267154584228,0.8849732845415772,0.7699465690831544,False,0.8617575287818908,0.023944615334686305,0.021913820004536344,5,18,5,0.2777777777777778,1.0,0.2777777777777778
rnbqkbnr/pppp2pp/8/4pp2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,20,13,2,5,0.65,0.1,0.25,0.4,0.74,1.2361602543738117,0.022993400103283823,0.7770065998967162,0.7540131997934323,False,1.1015107333660126,0.012652266118675471,0.014200601721770609,16,20,16,0.8,1.0,0.8
r1bqkbnr/pppp2pp/2n5/4ppN1/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 2 4,12,8,0,4,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.9182958340544896,-0.20010129737281218,0.8667679640394788,1.066869261412291,True,1.5406039158503215,0.013034383611132702,0.020936340277145804,6,12,6,0.5,1.0,0.5
rnbqkb1r/pp1pp1p1/2p2p2/7p/4P3/2N5/PPPP1PP1/R1BQKB1R w KQkq - 0 6,30,20,3,7,0.6666666666666666,0.1,0.23333333333333334,0.4333333333333333,0.7122222222222222,1.2120594671313871,0.13134148256856365,0.735325184098103,0.6039837015295393,False,0.568810760974884,0.01215071085219582,0.011591140456543303,1,30,1,0.03333333333333333,1.0,0.03333333333333333
rnbqkb1r/ppp1p1pp/5p2/3p4/3P4/8/PPP1PPPP/RNBQKB1R w KQkq - 0 5,10,5,1,4,0.5,0.1,0.4,0.09999999999999998,0.89,1.360964047443681,-0.48471346405036475,0.6847134640503647,1.1694269281007295,True,,0.022525382693856955,,0,10,0,0.0,1.0,0.0
rnbqk1nr/pppp2p1/4pp1p/8/1b1P1B2/7N/PPP1PPPP/RN1QKB1R w KQkq - 2 5,16,6,2,8,0.375,0.125,0.5,-0.125,0.859375,1.4056390622295665,-0.579233810528373,0.329233810528373,0.9084676210567459,True,,0.03185409109573811,,0,16,0,0.0,1.0,0.0
rnbqk1nr/ppp3p1/3ppp1p/8/1b1P1B2/2P4N/PP2PPPP/RN1QKB1R w KQkq - 0 6,14,6,2,6,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.8571428571428571,1.4488156357251847,-0.4849653146040736,0.4849653146040736,0.9699306292081472,True,,0.019230464340320656,,0,14,0,0.0,1.0,0.0
rnb1kbnr/pppp1ppp/4pq2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,0.8399493470788002,0.015184328891336918,0.011854953216316716,4,10,4,0.4,1.0,0.4
rnbqkbnr/pp2p1pp/2p5/3p4/3P4/2N5/PPP1PPPP/R1BQKB1R w KQkq - 0 5,15,9,1,5,0.6,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.8622222222222222,1.2309595631140104,-0.20324049870070998,0.7365738320340434,0.9398143307347533,True,,0.016571699641644955,,0,15,0,0.0,1.0,0.0
rnbqkb1r/pp1p2pp/2p1p2n/5pN1/3P2P1/2N5/PPP1PP1P/R1BQKB1R w KQkq - 0 6,51,32,6,13,0.6274509803921569,0.11764705882352941,0.2549019607843137,0.37254901960784315,0.7435601691657054,1.2878078647134341,0.1358910894780834,0.6092069497376029,0.47331586025951955,False,0.4740549772977829,0.022526977218541445,0.01220357059456155,2,51,2,0.0392156862745098,1.0,0.0392156862745098
rnbqkb1r/ppp1p1pp/5p1n/3p4/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R b KQkq - 0 4,367,187,41,139,0.5095367847411444,0.11171662125340599,0.3787465940054496,0.1307901907356948,0.8711773047539146,1.3794136226064362,0.03529789477505178,0.22628248669633783,0.19098459192128603,False,1.9558908581733703,0.02221503957334591,0.04849575286901028,40,367,40,0.10899182561307902,1.0,0.10899182561307902
rnbqkb1r/p1p1p1pp/5p1n/1p1p4/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq - 0 5,62,31,7,24,0.5,0.11290322580645161,0.3870967741935484,0.11290322580645162,0.8743496357960457,1.3853145346819704,-0.1198495199519069,0.34565597156481015,0.46550549151671705,True,1.9795194012778146,0.03876420344796873,0.0890848793911253,14,62,14,0.22580645161290322,1.0,0.22580645161290322
rn1qkbnr/ppp1p1pp/5p2/3p4/3P2b1/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,11,7,1,3,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.7768595041322314,1.2406705316766884,-0.15722601520270474,0.884498742475432,1.0417247576781368,True,0.5476341843605042,0.016274700364605946,0.007961526391902424,2,11,2,0.18181818181818182,1.0,0.18181818181818182
rnbq1k1r/ppNp3p/3bpppn/8/5PP1/4P3/PPPP3P/R1BQKB1R b KQ - 0 9,16,8,0,8,0.5,0.0,0.5,0.0,1.0,1.0,-0.4899909961350135,0.4899909961350135,0.979981992270027,True,,0.026442113798111677,,0,16,0,0.0,1.0,0.0
r1bq1k1r/ppNp3p/2nbpppn/8/1P3PP1/4P3/P1PP3P/R1BQKB1R b KQ - 0 10,14,7,1,6,0.5,0.07142857142857142,0.42857142857142855,0.07142857142857145,0.9234693877551021,1.2958363892911637,-0.4319506966354117,0.5748078394925547,1.0067585361279663,True,1.5264980792999268,0.03343955813241856,0.06472902399797897,3,14,3,0.21428571428571427,1.0,0.21428571428571427
rnbqkb1r/ppppp1pp/5p2/8/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 4,21,12,1,8,0.5714285714285714,0.047619047619047616,0.38095238095238093,0.19047619047619047,0.9160997732426304,1.2009102795095283,-0.2188879828555283,0.5998403638079093,0.8187283466634376,True,,0.017291699979631675,,0,21,0,0.0,1.0,0.0
rnbqkbnr/pp2pppp/2pp4/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,25,19,4,2,0.76,0.16,0.08,0.68,0.3775999999999999,1.0154312795575997,0.4391236955867929,0.9208763044132072,0.48175260882641435,False,0.7056350708007812,0.010680862218141556,0.009534917291688316,1,25,1,0.04,1.0,0.04
rnbqkbnr/pp2p1pp/2pp1p2/6N1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 4,33,24,4,5,0.7272727272727273,0.12121212121212122,0.15151515151515152,0.5757575757575758,0.5472910927456381,1.1156444074874061,0.32335120573548415,0.8281639457796675,0.5048127400441833,False,0.3206557035446167,0.006932950254078164,0.0019678782156978825,1,33,1,0.030303030303030304,1.0,0.030303030303030304
rnbqkb2/pp4p1/2pp1p2/4p3/8/2N5/PPPPPPPP/R1BQKB1R w KQq - 0 5,15,10,1,4,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.39999999999999997,0.7733333333333334,1.158938532350277,-0.04502645274710915,0.8450264527471091,0.8900529054942182,True,,0.007117436112215121,,0,15,0,0.0,1.0,0.0
rnbqkb2/pp6/2pp1pp1/4p3/8/2N1P3/PPPP1PPP/R1BQKB1R w KQq - 0 6,10,5,1,4,0.5,0.1,0.4,0.09999999999999998,0.89,1.360964047443681,-0.48471346405036475,0.6847134640503647,1.1694269281007295,True,0.4168461561203003,0.008693907875567675,0.003156948179859842,1,10,1,0.1,1.0,0.1
rnbqkbnr/pppp1pp1/4p2p/8/3PP3/7N/PPP2PPP/RNBQKB1R b KQkq - 0 3,48,26,7,15,0.5416666666666666,0.14583333333333334,0.3125,0.22916666666666663,0.8016493055555556,1.4085817494670019,-0.024124289051328962,0.4824576223846622,0.5065819114359912,True,1.8636740490242287,0.018149805410454672,0.03441327481330332,27,48,27,0.5625,1.0,0.5625
rnbqkb1r/p1ppp1pp/5p2/1p6/3N1Pn1/4P2P/PPPP2P1/RNBQKB1R b KQkq - 0 5,18,11,1,6,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.27777777777777785,0.8672839506172839,1.1941737342569119,-0.15244410180848178,0.7079996573640375,0.8604437591725193,True,,0.03524757011069192,,0,18,0,0.0,1.0,0.0
rnbqkbnr/pp2p1pp/2p2p2/3p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,15,6,3,6,0.4,0.2,0.4,0.0,0.8,1.5219280948873621,-0.4526342936304687,0.4526342936304687,0.9052685872609374,True,1.5645130574703217,0.034796676908930145,0.0577008118192488,4,15,4,0.26666666666666666,1.0,0.26666666666666666
rnbqk2r/pppp2pp/4pp2/1N6/1b3Pn1/2P1P3/PP1P2PP/RNBQKB1R b KQkq - 0 6,10,4,1,5,0.4,0.1,0.5,-0.09999999999999998,0.89,1.360964047443681,-0.6847134640503647,0.48471346405036475,1.1694269281007295,True,1.1062414407730103,0.02003657529130578,0.02094596295985618,5,10,5,0.5,1.0,0.5
rnbqk1nr/pppp2pp/4pp2/8/1b1N4/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 0 4,23,13,3,7,0.5652173913043478,0.13043478260869565,0.30434782608695654,0.26086956521739124,0.8015122873345936,1.370862465083061,-0.10501093594897015,0.6267500663837526,0.7317610023327228,True,1.6088337421417236,0.021995342458071915,0.03706570081773486,10,23,10,0.43478260869565216,1.0,0.43478260869565216
rnbqk1nr/pppp2pp/4p3/1N3p2/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 1 5,10,4,1,5,0.4,0.1,0.5,-0.09999999999999998,0.89,1.360964047443681,-0.6847134640503647,0.48471346405036475,1.1694269281007295,True,0.6699216365814209,0.020280166529119015,0.01547541007108446,4,10,4,0.4,1.0,0.4
rnbqkbnr/p1p2pp1/4p2p/1p1p4/3PP3/N6N/PPP2PPP/R1BQKB1R w KQkq - 0 5,12,4,1,7,0.3333333333333333,0.08333333333333333,0.5833333333333334,-0.25000000000000006,0.8541666666666667,1.2806721295208872,-0.7729122039126617,0.27291220391266163,1.0458244078253234,True,0.9646300077438354,0.0376248206011951,0.02702481388115552,2,12,2,0.16666666666666666,1.0,0.16666666666666666
rnbqk2r/pp1p2pp/2p1pp1n/3P4/1b2P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,17,9,2,6,0.5294117647058824,0.11764705882352941,0.35294117647058826,0.1764705882352941,0.8512110726643598,1.3792804872910602,-0.26210278635950657,0.6150439628300948,0.8771467491896013,True,1.105998933315277,0.012393525609856142,0.011603224036390006,3,17,3,0.17647058823529413,1.0,0.17647058823529413
rnbqk2r/pp1pp2p/2p2pp1/8/3PP3/2N5/PPP2P1P/R2QKB1R w KQkq - 0 7,35,20,9,6,0.5714285714285714,0.2571428571428571,0.17142857142857143,0.39999999999999997,0.582857142857143,1.4013498193719665,0.1470730363674611,0.6529269636325388,0.5058539272650777,False,2.1522237232753207,0.025388858201248306,0.039645031853188205,7,35,7,0.2,1.0,0.2
rnbqk2r/pp1pp3/2p2ppp/8/3PP2P/2N5/PPP2P2/R2QKB1R w KQkq - 0 8,11,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.7272727272727273,0.19834710743801653,0.8453509366224364,0.4640855755023683,0.9904598790430863,0.526374303540718,False,,0.020835676907815716,,0,11,0,0.0,1.0,0.0
