fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean
r3kbnr/p3p2p/6p1/1p1p1b2/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,15,10,1,4,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.39999999999999997,0.7733333333333334,1.158938532350277,-0.04502645274710915,0.8450264527471091,0.8900529054942182,True,,0.005123269806305567,
r3kbnr/p3p2p/6p1/1p1p4/4N1b1/4P3/PPPP1PPP/R1B1KB1R w KQkq - 4 9,13,9,1,3,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.4615384615384615,0.7100591715976332,1.1401156785146092,0.003477072643874757,0.9195998504330483,0.9161227777891735,False,,0.010928508897240344,
rnbqkbnr/ppppp1pp/5p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,380,222,36,122,0.5842105263157895,0.09473684210526316,0.32105263157894737,0.26315789473684215,0.83601108033241,1.3013619831616876,0.1712268258986122,0.3550889635750721,0.18386213767645987,False,1.2602317421994311,0.0021848764239908443,0.002748060008721997
rnbqkb1r/ppppp1pp/5p1n/8/6P1/2N2N2/PPPPPP1P/R1BQKB1R b KQkq - 0 3,152,94,14,44,0.618421052631579,0.09210526315789473,0.2894736842105263,0.32894736842105265,0.7996883656509696,1.2633925648478916,0.18678433363083127,0.47111040321127406,0.2843260695804428,False,,0.0024356436854424445,
rnbqkb1r/ppppp1pp/5p2/8/4P3/2N5/PPPP1P1P/R1BQKB1R b KQkq - 0 4,68,38,5,25,0.5588235294117647,0.07352941176470588,0.36764705882352944,0.19117647058823528,0.8899221453287197,1.2767673893435574,-0.03304109952746498,0.41539404070393554,0.4484351402314005,True,1.2503291368484497,0.0019599372462835163,0.002630930580408114
rnbqkb1r/pppp2pp/4pp2/1N6/4P3/8/PPPP1P1P/R1BQKB1R b KQkq - 1 5,16,7,3,6,0.4375,0.1875,0.375,0.0625,0.80859375,1.5052408149441479,-0.3781089247631935,0.5031089247631935,0.8812178495263869,True,,0.002860458509530872,
rnbqk2r/pppp2pp/4pp2/1N6/1b2P3/2P5/PP1P1P1P/R1BQKB1R b KQkq - 0 6,15,7,3,5,0.4666666666666667,0.2,0.3333333333333333,0.13333333333333336,0.7822222222222223,1.5058231002082845,-0.3142434351506528,0.5809101018173195,0.8951535369679723,True,,0.0025866450431446236,
rnbqkb1r/pppp2pp/4pp2/8/4P3/2N5/PPPP1P1P/R1BQKB1R w KQkq - 0 5,27,16,4,7,0.5925925925925926,0.14814814814814814,0.25925925925925924,0.3333333333333333,0.7407407407407407,1.360388077926312,0.008695355342006827,0.6579713113246598,0.649275955982653,False,,0.00986500743224665,
rnbqk2r/pppp2pp/4pp2/1N6/1b2P3/8/PPPP1P1P/R1BQKB1R w KQkq - 2 6,15,7,2,6,0.4666666666666667,0.13333333333333333,0.4,0.06666666666666665,0.8622222222222222,1.4294732983598406,-0.40324049870071,0.5365738320340433,0.9398143307347533,True,,0.010225345815221469,
rnbqk2r/pp1p2pp/2p1pp2/1N6/1b2P3/2P5/PP1P1P1P/R1BQKB1R w KQkq - 0 7,10,5,1,4,0.5,0.1,0.4,0.09999999999999998,0.89,1.360964047443681,-0.48471346405036475,0.6847134640503647,1.1694269281007295,True,,0.010002658981829882,
rnbq1k1r/ppNp2pp/2p1pp2/8/1b2P3/2P5/PP1P1P1P/R1BQKB1R w KQ - 2 8,10,5,1,4,0.5,0.1,0.4,0.09999999999999998,0.89,1.360964047443681,-0.48471346405036475,0.6847134640503647,1.1694269281007295,True,,0.010119602642953395,
rnbqkbnr/pp1pp1pp/2p2p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,310,175,34,101,0.5645161290322581,0.10967741935483871,0.3258064516129032,0.2387096774193549,0.8333402705515088,1.3425274990448814,0.13708985567770077,0.340329499161009,0.20323964348330825,False,,0.006237895888907294,
rnbqkbnr/pp1p2pp/2p1pp2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4,25,12,3,10,0.48,0.12,0.4,0.07999999999999996,0.8736,1.404107451387086,-0.286382228049254,0.4463822280492539,0.7327644560985079,True,1.0590244020734514,0.008644056245684624,0.009064083785987062
rnbqkbnr/ppppp1pp/5p2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,83,38,7,38,0.4578313253012048,0.08433734939759036,0.4578313253012048,0.0,0.9156626506024096,1.3329433412732414,-0.2058622877491424,0.2058622877491424,0.4117245754982848,True,0.7494886948002709,0.0030558462512780384,0.002315642241541222
rnbqkbnr/ppp1p1pp/5p2/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,48,23,5,20,0.4791666666666667,0.10416666666666667,0.4166666666666667,0.0625,0.8919270833333334,1.3747515140233362,-0.20467274225079307,0.32967274225079307,0.5343454845015861,True,1.672144889831543,0.002769656843156554,0.004648462001185558
rn1qkbnr/ppp1p1pp/5p2/8/3P2b1/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,21,13,2,6,0.6190476190476191,0.09523809523809523,0.2857142857142857,0.33333333333333337,0.7936507936507936,1.2677702161044204,-0.04769140288534196,0.7143580695520086,0.7620494724373506,True,0.5842373583997998,0.004361912940761873,0.002556928340005934
rn1qkbnr/ppp3pp/4pp2/8/3P2b1/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 5,12,5,2,5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.8333333333333334,1.4833557549816874,-0.5164958602538013,0.5164958602538013,1.0329917205076027,True,1.2783331473668416,0.0037429060709352293,0.0048201406071017305
rnbqkbnr/pp1pp1pp/2p2p2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,12,7,2,3,0.5833333333333334,0.16666666666666666,0.25,0.33333333333333337,0.7222222222222222,1.384431504340598,-0.1474981449464679,0.8141648116131346,0.9616629565596024,True,,0.0024981058668345213,
rnbqkb1r/pp1p2pp/2p1pp1n/8/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,113,64,12,37,0.5663716814159292,0.10619469026548672,0.3274336283185841,0.23893805309734512,0.8367139165165636,1.3354946744777982,0.07028377365726673,0.4075923325374235,0.33730855888015676,False,,0.010890756469978167,
rnbqkb1r/pp1p2pp/2p1p2n/5p2/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 0 6,53,29,5,19,0.5471698113207547,0.09433962264150944,0.3584905660377358,0.18867924528301888,0.870060519757921,1.327888151005378,-0.06244282749636609,0.43980131806240386,0.50224414555877,True,0.9004105971409724,0.007248192472067082,0.0065094645069321885
rnbqk2r/pp1p2pp/2pbp2n/5pN1/3PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 2 7,35,20,4,11,0.5714285714285714,0.11428571428571428,0.3142857142857143,0.2571428571428571,0.8195918367346938,1.3437884540090375,-0.042782290213869145,0.5570680044995834,0.5998502947134525,True,0.9330712755521139,0.009547060222498007,0.008900016223424678
r1bqk2r/pp1p2pp/n1pbp2n/4PpN1/3P2P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 1 8,34,20,4,10,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.7958477508650519,1.3328204045850196,-0.0057458690756561626,0.5939811631933032,0.5997270322689594,True,0.9394135308265686,0.007208556854440009,0.006770325927990813
r1bqk2r/pp1p2pp/2pbp2n/1N2PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQkq - 3 9,30,17,3,10,0.5666666666666667,0.1,0.3333333333333333,0.23333333333333334,0.8455555555555555,1.3248560371987566,-0.09571412257922496,0.5623807892458916,0.6580949118251166,True,0.06049744039773941,0.008145166405787071,0.0004841553845130626
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQ - 5 10,30,17,3,10,0.5666666666666667,0.1,0.3333333333333333,0.23333333333333334,0.8455555555555555,1.3248560371987566,-0.09571412257922496,0.5623807892458916,0.6580949118251166,True,0.43537012736002606,0.0066018234627942245,0.00287322977497683
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/3P2PP/8/PP3P2/R3KB1R w KQ - 0 11,31,18,3,10,0.5806451612903226,0.0967741935483871,0.3225806451612903,0.2580645161290323,0.8366285119667014,1.307976359515949,-0.0639189525379108,0.5800479847959754,0.6439669373338862,True,0.12087142840027809,0.00539037432040899,0.0006520202561013106
r1bq1k2/ppNp2p1/2p1p3/4Pp2/1b1P2PP/8/PP3P2/R3KB1R w KQ - 1 12,31,18,3,10,0.5806451612903226,0.0967741935483871,0.3225806451612903,0.2580645161290323,0.8366285119667014,1.307976359515949,-0.0639189525379108,0.5800479847959754,0.6439669373338862,True,,0.008079789188360014,
r1bq1k2/ppNp2p1/2p1p3/4P3/1b1P3P/8/PP3P2/R2K1B1R w - - 0 13,23,11,3,9,0.4782608695652174,0.13043478260869565,0.391304347826087,0.08695652173913043,0.8620037807183366,1.4219115073546411,-0.29247967481708836,0.46639271829534923,0.7588723931124376,True,,0.006873736117521058,
r1bq1k2/ppNp4/2p1p3/4P1p1/1b1P1P1P/8/PP6/R2K1B1R w - - 0 14,14,6,1,7,0.42857142857142855,0.07142857142857142,0.5,-0.07142857142857145,0.9234693877551021,1.2958363892911637,-0.5748078394925547,0.4319506966354117,1.0067585361279663,True,,0.006226902262174657,
rnbqkbnr/pppp2pp/4pp2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,41,22,10,9,0.5365853658536586,0.24390243902439024,0.21951219512195122,0.3170731707317074,0.6555621653777512,1.4586226979869865,0.06923790568145399,0.5649084357819607,0.4956705301005067,False,,0.004422078965368067,
rnbqk1nr/pppp2pp/4pp2/1N6/1b6/5N2/PPPPPPPP/R1BQKB1R w KQkq - 2 4,40,21,10,9,0.525,0.25,0.225,0.30000000000000004,0.6599999999999999,1.4722462988821525,0.04823806772775785,0.5517619322722422,0.5035238645444844,False,,0.005406134144868702,
rnbqk1nr/pp1p2pp/2p1pp2/1N6/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5,37,20,9,8,0.5405405405405406,0.24324324324324326,0.21621621621621623,0.32432432432432434,0.6515704894083273,1.4535645302038671,0.06423176263835884,0.5844168860102898,0.520185123371931,False,,0.007098871169964204,
rnbq1knr/ppNp2pp/2p1pp2/8/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQ - 2 6,37,20,9,8,0.5405405405405406,0.24324324324324326,0.21621621621621623,0.32432432432432434,0.6515704894083273,1.4535645302038671,0.06423176263835884,0.5844168860102898,0.520185123371931,False,,0.007512276350344355,
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,551,277,69,205,0.5027223230490018,0.12522686025408347,0.3720508166969147,0.13067150635208707,0.8576980971735929,1.404841016897954,0.053343018999590874,0.20799999370458327,0.1546569747049924,False,0.21511508207078334,0.003328814358448782,0.0007088112007398255
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,546,277,69,200,0.5073260073260073,0.12637362637362637,0.3663003663003663,0.14102564102564102,0.8537381421996807,1.4045410136886,0.06352342651260359,0.21852785553867846,0.15500442902607486,False,,0.005133081248862457,
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,546,277,69,200,0.5073260073260073,0.12637362637362637,0.3663003663003663,0.14102564102564102,0.8537381421996807,1.4045410136886,0.06352342651260359,0.21852785553867846,0.15500442902607486,False,0.11801701784133911,0.005625732468215973,0.0007129094954056725
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 3 6,38,14,6,18,0.3684210526315789,0.15789473684210525,0.47368421052631576,-0.10526315789473684,0.8310249307479224,1.4618381992568745,-0.39510649354705324,0.18458017775757957,0.5796866713046328,True,,0.002920429271302725,
rn1qkbnr/p1p1p2p/4b1p1/3pQ3/8/2N1P3/PPPP1PPP/R1B1K2R b KQkq - 0 7,25,7,5,13,0.28,0.2,0.52,-0.24,0.7424000000000001,1.469182539187755,-0.5777513303294789,0.09775133032947891,0.6755026606589578,True,,0.0035660131461918354,
r2qkbnr/p1p1p2p/n3b1p1/1N1pQ3/8/4P3/PPPP1PPP/R1B1K2R b KQkq - 2 8,10,2,4,4,0.2,0.4,0.4,-0.2,0.56,1.5219280948873621,-0.6638121321816313,0.2638121321816313,0.9276242643632626,True,,0.002604440227150917,
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,43,18,8,17,0.4186046511627907,0.18604651162790697,0.3953488372093023,0.023255813953488413,0.8134126554894537,1.5066015377900657,-0.24631280009729517,0.292824428004272,0.5391372281015672,True,0.5940841796786286,0.0036149148580206687,0.0021510316551497043
rnbqkbnr/pppp1ppp/4p3/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,26,11,5,10,0.4230769230769231,0.19230769230769232,0.38461538461538464,0.038461538461538436,0.8062130177514794,1.512644747821065,-0.30667132939795316,0.38359440632103003,0.6902657357189832,True,1.2535836559075575,0.003478583306647264,0.004362051132199841
rnbqk2r/pppp2pp/4pp1n/1N6/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 2 5,13,8,1,4,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.8284023668639053,1.2389012566026305,-0.18707053987075534,0.8024551552553707,0.989525695126126,True,0.7446844279766083,0.002363894833251834,0.0017118178952419405
rnbqkbnr/pppp1ppp/4p3/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,26,13,2,11,0.5,0.07692307692307693,0.4230769230769231,0.07692307692307693,0.9171597633136095,1.3096910973393818,-0.291192261543154,0.44503841538930783,0.7362306769324618,True,0.8143669412686274,0.003677158079181726,0.0029910334305188946
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,465,237,60,168,0.5096774193548387,0.12903225806451613,0.36129032258064514,0.14838709677419354,0.8489490114464099,1.4074204269583395,0.06464141586049078,0.2321327776878963,0.16749136182740554,False,,0.0058742725380486055,
r3kbnr/p3p2p/4b1p1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 7,281,142,37,102,0.505338078291815,0.13167259786476868,0.36298932384341637,0.14234875444839862,0.8480642342422209,1.4134254291923547,0.03467513675522742,0.2500223721415698,0.21534723538634237,False,,0.006830373682824106,
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P2P/PPPP1PP1/R1B1KB1R b KQkq - 0 8,97,42,19,36,0.4329896907216495,0.1958762886597938,0.3711340206185567,0.061855670103092786,0.8002975874163035,1.5142916611143513,-0.11617219248978194,0.23988353269596752,0.35605572518574946,True,,0.005920578557613892,
r3kb1r/p3p2p/5np1/1p1p1b2/4N3/4P2P/PPPP1PP1/R1B1KB1R b KQkq - 2 9,94,41,19,34,0.43617021276595747,0.20212765957446807,0.3617021276595745,0.07446808510638298,0.7923268447261204,1.5190144735150723,-0.1054754919412601,0.25441166215402605,0.35988715409528615,True,0.11179306730628014,0.009529564301780563,0.001062095740320814
r3kb1r/p3p2p/5np1/1p1p4/4N1b1/4PP1P/PPPP2P1/R1B1KB1R b KQkq - 0 10,91,40,18,33,0.43956043956043955,0.1978021978021978,0.3626373626373626,0.07692307692307693,0.7962806424344886,1.5143794779977613,-0.1064182937920232,0.260264447638177,0.3666827414302002,True,0.09612725675106049,0.006257500458549667,0.0006501413629368194
r3kb1r/p3p2p/5np1/1p1p4/8/4P2P/PPPPB1P1/R1B1K2R b KQkq - 1 11,88,39,18,31,0.4431818181818182,0.20454545454545456,0.3522727272727273,0.09090909090909088,0.7871900826446281,1.5188700029147695,-0.09446394474341271,0.27628212656159445,0.37074607130500714,True,,0.00826685598903251,
2kr1b1r/p3p2p/5np1/1p1p4/8/4P2P/PPPPB1P1/R1B2RK1 b - - 3 12,23,8,7,8,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.0,0.6956521739130435,1.5821930667351332,-0.3408633016591398,0.3408633016591398,0.6817266033182796,True,,0.006628492826838856,
rnbqkb1r/ppppp1pp/5p1n/8/3N4/8/PPPPPPPP/RNBQKB1R w KQkq - 2 3,110,58,12,40,0.5272727272727272,0.10909090909090909,0.36363636363636365,0.16363636363636358,0.8641322314049587,1.3662726996924093,-0.010080448303923434,0.33735317557665057,0.34743362388057397,True,,0.006098546003076163,
rnbqkb1r/ppppp1pp/5p2/8/8/8/PPPPPPPP/RNBQKB1R w KQkq - 0 4,103,55,11,37,0.5339805825242718,0.10679611650485436,0.3592233009708738,0.17475728155339804,0.8626637760392121,1.358555803133338,-0.0046129049422588275,0.3541274680490549,0.3587403729913138,True,,0.0033279357735718626,
rn1qkbnr/p1p1p2p/4b1p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 0 7,53,38,4,11,0.7169811320754716,0.07547169811320754,0.20754716981132076,0.5094339622641508,0.6650053399786402,1.0963168070940195,0.28988938093727484,0.7289785435910268,0.4390891626537519,False,0.9815030938539749,0.010720790346276085,0.01052793752010794
rn1qkb1r/p1p1p2p/4bnp1/3pQ3/8/2N1P3/PPPP1PPP/R1B1K2R w KQkq - 1 8,26,19,2,5,0.7307692307692307,0.07692307692307693,0.19230769230769232,0.5384615384615384,0.6331360946745561,1.07273728622321,0.2326105041083747,0.8443125728147022,0.6117020687063275,False,1.270307406783104,0.010119230378992282,0.012979934222030184
r2qkb1r/p1p1p2p/n3bnp1/1N1pQ3/8/4P3/PPPP1PPP/R1B1K2R w KQkq - 3 9,15,7,2,6,0.4666666666666667,0.13333333333333333,0.4,0.06666666666666665,0.8622222222222222,1.4294732983598406,-0.40324049870071,0.5365738320340433,0.9398143307347533,True,0.3784940342108409,0.008830010456343492,0.0033201473204624854
r3kb1r/p3p2p/4bnp1/1p1p4/8/1PN1P3/P1PP1PPP/R1B1KB1R b KQkq - 0 8,28,18,1,9,0.6428571428571429,0.03571428571428571,0.32142857142857145,0.32142857142857145,0.8609693877551021,1.107784384952517,-0.022258290250333768,0.6651154331074767,0.6873737233578104,True,,0.007048295428311186,
rnbqkbnr/pp1p2pp/2p1pp2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,151,88,19,44,0.5827814569536424,0.12582781456953643,0.2913907284768212,0.2913907284768212,0.7892636287882111,1.3486325776326857,0.14969046351421184,0.4330909934394305,0.2834005299252187,False,1.5410331586996715,0.007216759078476011,0.011088140672348664
rnbqkbnr/pp1p3p/2p1ppp1/8/8/2NBPN2/PPPP1PPP/R1BQK2R w KQkq - 0 5,52,30,9,13,0.5769230769230769,0.17307692307692307,0.25,0.32692307692307687,0.7200443786982248,1.3957905024281967,0.09628763240904947,0.5575585214371043,0.4612708890280548,False,1.1715147097905476,0.011192944706775822,0.013062066135037206
rnbqkbnr/pp1p3p/2p1p1p1/8/8/2NBP3/PPPP1PPP/R1BQK2R w KQkq - 0 6,19,12,4,3,0.631578947368421,0.21052631578947367,0.15789473684210525,0.47368421052631576,0.5650969529085873,1.312430802347936,0.13567170108028442,0.811696719972347,0.6760250188920627,False,,0.012777868413219326,
rnbqkb1r/pp1p3p/2p1pnp1/8/8/2NBPQ2/PPPP1PPP/R1B1K2R w KQkq - 2 7,11,7,2,2,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.6115702479338843,1.3092966682370037,-0.0075959959965464785,0.9166869050874555,0.924282901084002,True,0.06075337901711464,0.010804836130277677,0.0006544355445887414
rnb1kb1r/pp1p3p/2p1pq2/8/8/2N1PQ2/PPPP1PPP/R1B1K2R w KQkq - 1 8,11,7,2,2,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.6115702479338843,1.3092966682370037,-0.0075959959965464785,0.9166869050874555,0.924282901084002,True,,0.010128488679501143,
rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,71,33,10,28,0.4647887323943662,0.14084507042253522,0.39436619718309857,0.07042253521126762,0.8541955961118826,1.4414340954861538,-0.1445572282412807,0.28540229866381595,0.42995952690509665,True,1.3791123365951796,0.005452536013711926,0.007508949138154386
rnbqkbnr/pppp2pp/8/4pp2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,11,5,1,5,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,1.3485878960124222,-0.5634500293677832,0.5634500293677832,1.1269000587355664,True,0.7869278788566589,0.006423935336484151,0.005138180839531155
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,322,174,46,102,0.5403726708074534,0.14285714285714285,0.3167701863354037,0.22360248447204972,0.807144786080784,1.4062479242717787,0.12547382228905696,0.3217311466550425,0.19625732436598553,False,,0.008230800827190002,
rn1qkbnr/ppp1p2p/4b1p1/1B1pQ3/8/4P3/PPPP1PPP/RNB1K2R b KQkq - 3 6,29,18,3,8,0.6206896551724138,0.10344827586206896,0.27586206896551724,0.3448275862068966,0.7776456599286563,1.2782038389853276,0.023875673399480324,0.6657794990143129,0.6419038256148326,False,,0.003910528391535426,
rn1qkbnr/ppQ1p2p/2p1b1p1/1B1p4/8/4P3/PPPP1PPP/RNB1K2R b KQkq - 1 7,29,18,3,8,0.6206896551724138,0.10344827586206896,0.27586206896551724,0.3448275862068966,0.7776456599286563,1.2782038389853276,0.023875673399480324,0.6657794990143129,0.6419038256148326,False,,0.008739292204123119,
r3kbnr/pp2p2p/2p1b1p1/1B1p4/8/2N1P3/PPPP1PPP/R1B1K2R b KQkq - 1 8,22,16,1,5,0.7272727272727273,0.045454545454545456,0.22727272727272727,0.5,0.7045454545454546,1.0226297788901695,0.14925518529436477,0.8507448147056352,0.7014896294112705,False,,0.0038131974976171146,
rnbqkbnr/pppp2pp/4p3/5p1Q/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,124,58,13,53,0.46774193548387094,0.10483870967741936,0.4274193548387097,0.040322580645161255,0.893535379812695,1.3779995511523353,-0.1260543564968964,0.2066995177872189,0.3327538742841153,True,,0.004287461100536729,
rnbqkbnr/pppp3p/4p1p1/5pQ1/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,70,34,6,30,0.4857142857142857,0.08571428571428572,0.42857142857142855,0.05714285714285716,0.9110204081632652,1.3337083101579088,-0.16645267637920638,0.2807383906649207,0.44719106704412703,True,0.2446653495232264,0.004528445334705923,0.0011846748309542767
rnb1kbnr/pppp3p/4p1p1/1N3p2/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 6,101,44,13,44,0.43564356435643564,0.12871287128712872,0.43564356435643564,0.0,0.8712871287128713,1.4251847621981675,-0.18204051409451474,0.18204051409451474,0.3640810281890295,True,0.4664264917373657,0.004742378350531701,0.0023679918089276053
rnb1kb1r/pppp3p/4pnp1/1N3p2/8/4PP2/PPPP2PP/RNB1KB1R b KQkq - 0 7,93,41,8,44,0.44086021505376344,0.08602150537634409,0.4731182795698925,-0.03225806451612906,0.9129379118973292,1.336205871222198,-0.22644823276675155,0.16193210373449343,0.388380336501245,True,1.4138661159409418,0.003497438945917673,0.004824571884511557
rnb1kb1r/pppp3p/4p1p1/1N3p2/8/4P3/PPPP2PP/RNB1KB1R b KQkq - 0 8,30,14,1,15,0.4666666666666667,0.03333333333333333,0.5,-0.033333333333333326,0.9655555555555556,1.1766796675107107,-0.3849553797486619,0.31828871308199524,0.7032440928306571,True,,0.003958388899142544,
rnbqNknr/pp1p3p/2p1ppp1/8/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQ - 0 7,21,10,5,6,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.19047619047619047,0.7256235827664399,1.5190461643198376,-0.17385314199793073,0.5548055229503117,0.7286586649482425,True,,0.008091303475555919,
rnbqkbnr/pppp1ppp/8/4p1N1/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,11,5,1,5,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,1.3485878960124222,-0.5634500293677832,0.5634500293677832,1.1269000587355664,True,0.15061421692371368,0.00289119138721038,0.00044230743602323083
rnbqkbnr/pppp2pp/8/4ppN1/3P4/8/PPP1PPPP/RNBQKB1R b KQkq - 0 3,11,5,1,5,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,1.3485878960124222,-0.5634500293677832,0.5634500293677832,1.1269000587355664,True,1.5318573117256165,0.0017411897107112136,0.00258802475351462
